paper_id,title,year,venue,doi,url,type,publisher,seed_query,tag,query_hits,queries
1,III. Indo-European Deictic Particles,1931,Language,10.2307/409043,https://doi.org/10.2307/409043,journal-article,Cambridge University Press (CUP),deictic hidden target manipulation,robotics,1,deictic hidden target manipulation
2,DIRECT MANIPULATION OF THE FRACTIONAL ANTICIPATORY GOAL RESPONSE,1958,Psychological Reports,10.2466/pr0.4.7.575-578,https://doi.org/10.2466/pr0.4.7.575-578,journal-article,SAGE Publications,goal occlusion robot manipulation,robotics,1,goal occlusion robot manipulation
3,A CONTROL FOR THE DIRECT MANIPULATION OF THE FRACTIONAL ANTICIPATORY GOAL RESPONSE,1959,Psychological Reports,10.2466/pr0.5.7.753-756,https://doi.org/10.2466/pr0.5.7.753-756,journal-article,SAGE Publications,goal occlusion robot manipulation,robotics,1,goal occlusion robot manipulation
4,A GOAL PROGRAMMING MODEL FOR MANPOWER PLANNING,1967,,10.21236/ad0664501,https://doi.org/10.21236/ad0664501,report,Defense Technical Information Center,disappearing goal planning,robotics,1,disappearing goal planning
5,A goal-directed transportation planning model,1970,Transportation Research,10.1016/0041-1647(70)90141-3,https://doi.org/10.1016/0041-1647(70)90141-3,journal-article,Elsevier BV,disappearing goal planning,robotics,1,disappearing goal planning
6,A goal-directed transportation planning model,1970,Transportation Research,10.1016/0041-1647(70)90154-1,https://doi.org/10.1016/0041-1647(70)90154-1,journal-article,Elsevier BV,disappearing goal planning,robotics,1,disappearing goal planning
7,Optimal economic stabilization policy: Linear goal-interval programming models,1972,Socio-Economic Planning Sciences,10.1016/0038-0121(72)90016-x,https://doi.org/10.1016/0038-0121(72)90016-x,journal-article,Elsevier BV,disappearing goal planning,robotics,1,disappearing goal planning
8,The Role of Deictic Elements in Linguistic Evolution,1972,Semiotica,10.1515/semi.1972.5.2.174,https://doi.org/10.1515/semi.1972.5.2.174,journal-article,Walter de Gruyter GmbH,deictic hidden target manipulation,robotics,1,deictic hidden target manipulation
9,Can State-Administered Programs Achieve the National Goal?,1973,Family Planning Perspectives,10.2307/2133970,https://doi.org/10.2307/2133970,journal-article,JSTOR,disappearing goal planning,robotics,1,disappearing goal planning
10,Factors Affecting the Manipulation of Pieceparts for Automated Assembly,1976,Industrial Robot: An International Journal,10.1108/eb004459,https://doi.org/10.1108/eb004459,journal-article,Emerald,goal occlusion robot manipulation,robotics,1,goal occlusion robot manipulation
11,Functionally optimal occlusion: The goal of orthodontic treatment,1976,American Journal of Orthodontics,10.1016/0002-9416(76)90262-1,https://doi.org/10.1016/0002-9416(76)90262-1,journal-article,Elsevier BV,goal occlusion robot manipulation,robotics,1,goal occlusion robot manipulation
12,Early cognitive development in child and chimpanzee: Object permanence,1976,PsycEXTRA Dataset,10.1037/e668292012-106,https://doi.org/10.1037/e668292012-106,dataset,American Psychological Association (APA),object permanence robot manipulation,robotics,1,object permanence robot manipulation
13,Application of Manipulation,1977,Vertebral Manipulation,10.1016/b978-0-407-43504-9.50012-2,https://doi.org/10.1016/b978-0-407-43504-9.50012-2,book-chapter,Elsevier,hidden goals manipulation,robotics,1,hidden goals manipulation
14,Techniques of Manipulation,1977,Vertebral Manipulation,10.1016/b978-0-407-43504-9.50011-0,https://doi.org/10.1016/b978-0-407-43504-9.50011-0,book-chapter,Elsevier,hidden goals manipulation,robotics,1,hidden goals manipulation
15,The application of goal programming techniques to the CPM problem,1978,Socio-Economic Planning Sciences,10.1016/0038-0121(78)90029-0,https://doi.org/10.1016/0038-0121(78)90029-0,journal-article,Elsevier BV,disappearing goal planning,robotics,1,disappearing goal planning
16,The question of decalage between object permanence and person permanence.,1978,Developmental Psychology,10.1037//0012-1649.14.1.1,https://doi.org/10.1037//0012-1649.14.1.1,journal-article,American Psychological Association (APA),object permanence robot manipulation,robotics,1,object permanence robot manipulation
17,The question of decalage between object permanence and person permanence.,1978,Developmental Psychology,10.1037/0012-1649.14.1.1,https://doi.org/10.1037/0012-1649.14.1.1,journal-article,American Psychological Association (APA),object permanence robot manipulation,robotics,1,object permanence robot manipulation
18,Towards a Universal for Deictic Verbs of Motion,1978,Kansas Working Papers in Linguistics,10.17161/kwpl.1808.726,https://doi.org/10.17161/kwpl.1808.726,journal-article,The University of Kansas,deictic hidden target manipulation,robotics,1,deictic hidden target manipulation
19,"Netherlands: Fertility Declining, Differences Disappearing, Contraceptive Use Universal",1979,International Family Planning Perspectives,10.2307/2947779,https://doi.org/10.2307/2947779,journal-article,JSTOR,disappearing goal planning,robotics,1,disappearing goal planning
20,Go for the goal,1979,Planning Review,10.1108/eb053869,https://doi.org/10.1108/eb053869,journal-article,Emerald,disappearing goal planning,robotics,1,disappearing goal planning
21,Test of Object Permanence,1979,PsycTESTS Dataset,10.1037/t39371-000,https://doi.org/10.1037/t39371-000,dataset,American Psychological Association (APA),object permanence robot manipulation,robotics,1,object permanence robot manipulation
22,"Goals, Objectives, Criteria — Measurement and Manipulation Problems",1980,Spatial Search,10.1016/b978-0-08-030823-4.50012-1,https://doi.org/10.1016/b978-0-08-030823-4.50012-1,book-chapter,Elsevier,hidden goals manipulation,robotics,1,hidden goals manipulation
23,On partial observability is statistical models,1980,Series Statistics,10.1080/02331888008801523,https://doi.org/10.1080/02331888008801523,journal-article,Informa UK Limited,long horizon manipulation partial observability,robotics,1,long horizon manipulation partial observability
24,Partial observability in bivariate probit models,1980,Journal of Econometrics,10.1016/0304-4076(80)90007-x,https://doi.org/10.1016/0304-4076(80)90007-x,journal-article,Elsevier BV,long horizon manipulation partial observability,robotics,1,long horizon manipulation partial observability
25,Financial planning using goal programming,1980,Omega,10.1016/0305-0483(80)90025-0,https://doi.org/10.1016/0305-0483(80)90025-0,journal-article,Elsevier BV,disappearing goal planning,robotics,1,disappearing goal planning
26,A goal programming model for the siting of multilevel EMS systems,1980,Socio-Economic Planning Sciences,10.1016/0038-0121(80)90029-4,https://doi.org/10.1016/0038-0121(80)90029-4,journal-article,Elsevier BV,disappearing goal planning,robotics,1,disappearing goal planning
27,Using goal programming to determine interest group disutility for public policy choices,1980,Socio-Economic Planning Sciences,10.1016/0038-0121(80)90014-2,https://doi.org/10.1016/0038-0121(80)90014-2,journal-article,Elsevier BV,disappearing goal planning,robotics,1,disappearing goal planning
28,Academic Planning Through the Goal Programming Model,1980,Interfaces,10.1287/inte.10.4.86,https://doi.org/10.1287/inte.10.4.86,journal-article,Institute for Operations Research and the Management Sciences (INFORMS),disappearing goal planning,robotics,1,disappearing goal planning
29,A Markovian goal programming approach to aggregate manpower planning,1981,Long Range Planning,10.1016/0024-6301(81)90236-3,https://doi.org/10.1016/0024-6301(81)90236-3,journal-article,Elsevier BV,disappearing goal planning,robotics,1,disappearing goal planning
30,Goal setting and efficiency in social service agencies,1981,Long Range Planning,10.1016/0024-6301(81)90245-4,https://doi.org/10.1016/0024-6301(81)90245-4,journal-article,Elsevier BV,disappearing goal planning,robotics,1,disappearing goal planning
31,An application of goal programming to the desegregration busing problem,1981,Socio-Economic Planning Sciences,10.1016/0038-0121(81)90031-8,https://doi.org/10.1016/0038-0121(81)90031-8,journal-article,Elsevier BV,disappearing goal planning,robotics,1,disappearing goal planning
32,Goal setting and efficiency in social service agencies,1981,Long Range Planning,10.1016/0024-6301(81)90149-7,https://doi.org/10.1016/0024-6301(81)90149-7,journal-article,Elsevier BV,disappearing goal planning,robotics,1,disappearing goal planning
33,Capital Budgeting and Financial Planning with Multiple Goals,1981,Interactive Multiple Goal Programming,10.1007/978-94-009-8165-2_8,https://doi.org/10.1007/978-94-009-8165-2_8,book-chapter,Springer Netherlands,disappearing goal planning,robotics,1,disappearing goal planning
34,Multiple Goals in Capital Budgeting and Financial Planning,1981,Interactive Multiple Goal Programming,10.1007/978-94-009-8165-2_2,https://doi.org/10.1007/978-94-009-8165-2_2,book-chapter,Springer Netherlands,disappearing goal planning,robotics,1,disappearing goal planning
35,A method for evaluating and improving goal consensus for social action programs,1981,Evaluation and Program Planning,10.1016/0149-7189(81)90027-6,https://doi.org/10.1016/0149-7189(81)90027-6,journal-article,Elsevier BV,disappearing goal planning,robotics,1,disappearing goal planning
36,Effects of Selected Object Characteristics on Object-Permanence Test Performance,1981,Child Development,10.2307/1129253,https://doi.org/10.2307/1129253,journal-article,Oxford University Press (OUP),object permanence robot manipulation,robotics,1,object permanence robot manipulation
37,Goal-oriented evaluation for program planning,1982,Evaluation and Program Planning,10.1016/0149-7189(82)90021-0,https://doi.org/10.1016/0149-7189(82)90021-0,journal-article,Elsevier BV,disappearing goal planning,robotics,1,disappearing goal planning
38,Financial goal setting: Implicit vs. explicit,1982,Planning Review,10.1108/eb053997,https://doi.org/10.1108/eb053997,journal-article,Emerald,disappearing goal planning,robotics,1,disappearing goal planning
39,Comanche Deictic Roots in Narrative Texts,1982,Kansas Working Papers in Linguistics,10.17161/kwpl.1808.3611,https://doi.org/10.17161/kwpl.1808.3611,journal-article,The University of Kansas,deictic hidden target manipulation,robotics,1,deictic hidden target manipulation
40,ALTERATIONS IN NEURONAL DEVELOPMENT AS A RESULT OF AFFERENT AND TARGET NEURON MANIPULATION,1982,Changing Concepts of the Nervous System,10.1016/b978-0-12-507750-7.50017-2,https://doi.org/10.1016/b978-0-12-507750-7.50017-2,book-chapter,Elsevier,deictic hidden target manipulation,robotics,1,deictic hidden target manipulation
41,Simplified Grasping and Manipulation with Dextrous Robot Hands,1984,1984 American Control Conference,10.23919/acc.1984.4788350,https://doi.org/10.23919/acc.1984.4788350,proceedings-article,IEEE,goal occlusion robot manipulation,robotics,1,goal occlusion robot manipulation
42,The case of the disappearing planner,1984,Planning Review,10.1108/eb054061,https://doi.org/10.1108/eb054061,journal-article,Emerald,disappearing goal planning,robotics,1,disappearing goal planning
43,Bus transportation crews planning by goal programming,1984,Socio-Economic Planning Sciences,10.1016/0038-0121(84)90020-x,https://doi.org/10.1016/0038-0121(84)90020-x,journal-article,Elsevier BV,disappearing goal planning,robotics,1,disappearing goal planning
44,Planning in an uncertain environment: Stochastic goal programming using the versatility criterion,1984,Socio-Economic Planning Sciences,10.1016/0038-0121(84)90048-x,https://doi.org/10.1016/0038-0121(84)90048-x,journal-article,Elsevier BV,disappearing goal planning,robotics,1,disappearing goal planning
45,The Deictic Vs. Non-Deictic Ambiguity in the Spatial Uses of Prepositions,1984,Lingvisticae Investigationes,10.1075/li.8.1.13cuy,https://doi.org/10.1075/li.8.1.13cuy,journal-article,John Benjamins Publishing Company,deictic hidden target manipulation,robotics,1,deictic hidden target manipulation
46,Horizontal Sequence of Goals: Goals and Incentives,1985,"Ideologies, Goals, and Values",10.5040/9798216973898.ch-008,https://doi.org/10.5040/9798216973898.ch-008,other,Greenwood Press,hidden goals manipulation,robotics,1,hidden goals manipulation
47,Social Rhythm and Cyclical Goals: Time and Goals,1985,"Ideologies, Goals, and Values",10.5040/9798216973898.ch-013,https://doi.org/10.5040/9798216973898.ch-013,other,Greenwood Press,hidden goals manipulation,robotics,1,hidden goals manipulation
48,Distant Goals,1985,"Ideologies, Goals, and Values",10.5040/9798216973898.ch-012,https://doi.org/10.5040/9798216973898.ch-012,other,Greenwood Press,hidden goals manipulation,robotics,1,hidden goals manipulation
49,Compliance in robot manipulation,1985,Artificial Intelligence,10.1016/0004-3702(85)90039-6,https://doi.org/10.1016/0004-3702(85)90039-6,journal-article,Elsevier BV,goal occlusion robot manipulation,robotics,1,goal occlusion robot manipulation
50,An alternative solution method for goal programming problems: The lexicographic goal programming case,1985,Socio-Economic Planning Sciences,10.1016/0038-0121(85)90004-7,https://doi.org/10.1016/0038-0121(85)90004-7,journal-article,Elsevier BV,disappearing goal planning,robotics,1,disappearing goal planning
51,Shifting Deictic Centers in the Hualapai Demonstrative System,1985,Kansas Working Papers in Linguistics,10.17161/kwpl.1808.501,https://doi.org/10.17161/kwpl.1808.501,journal-article,The University of Kansas,deictic hidden target manipulation,robotics,1,deictic hidden target manipulation
52,Chapter 7. Deictic and Anaphoric Tense Morphemes,1985,Temporal Structure in Sentence and Discourse,10.1515/9783112419960-007,https://doi.org/10.1515/9783112419960-007,book-chapter,De Gruyter,deictic hidden target manipulation,robotics,1,deictic hidden target manipulation
53,Simplified grasping and manipulation with dextrous robot hands,1986,IEEE Journal on Robotics and Automation,10.1109/jra.1986.1087063,https://doi.org/10.1109/jra.1986.1087063,journal-article,Institute of Electrical and Electronics Engineers (IEEE),goal occlusion robot manipulation,robotics,1,goal occlusion robot manipulation
54,The Debate Over the Disappearing Middle,1986,Berkeley Planning Journal,10.5070/bp33113193,https://doi.org/10.5070/bp33113193,journal-article,California Digital Library (CDL),disappearing goal planning,robotics,1,disappearing goal planning
55,A statistical screening procedure for goal programming algorithm selection,1986,Socio-Economic Planning Sciences,10.1016/0038-0121(86)90005-4,https://doi.org/10.1016/0038-0121(86)90005-4,journal-article,Elsevier BV,disappearing goal planning,robotics,1,disappearing goal planning
56,Evaluation of psychology training: A goal oriented approach,1986,Evaluation and Program Planning,10.1016/0149-7189(86)90035-2,https://doi.org/10.1016/0149-7189(86)90035-2,journal-article,Elsevier BV,disappearing goal planning,robotics,1,disappearing goal planning
57,Molecular biology: Manipulation just off target,1986,Nature,10.1038/324013a0,https://doi.org/10.1038/324013a0,journal-article,Springer Science and Business Media LLC,deictic hidden target manipulation,robotics,1,deictic hidden target manipulation
58,"Next-generation race bogs down: Japan, the United States, and Europe are still far from their declared goals for ‘intelligent’ machines, but Japan's hidden Agenda may already have succeeded",1987,IEEE Spectrum,10.1109/mspec.1987.6447891,https://doi.org/10.1109/mspec.1987.6447891,journal-article,Institute of Electrical and Electronics Engineers (IEEE),hidden goals manipulation,robotics,1,hidden goals manipulation
59,Automated goal planning: When and for whom?,1987,PsycEXTRA Dataset,10.1037/e581362009-006,https://doi.org/10.1037/e581362009-006,dataset,American Psychological Association (APA),disappearing goal planning,robotics,1,disappearing goal planning
60,A goal programming model for facility location planning,1987,Socio-Economic Planning Sciences,10.1016/0038-0121(87)90030-9,https://doi.org/10.1016/0038-0121(87)90030-9,journal-article,Elsevier BV,disappearing goal planning,robotics,1,disappearing goal planning
61,A disaggregate zero-one goal programming model for the flexible staff scheduling problem,1987,Socio-Economic Planning Sciences,10.1016/0038-0121(87)90033-4,https://doi.org/10.1016/0038-0121(87)90033-4,journal-article,Elsevier BV,disappearing goal planning,robotics,1,disappearing goal planning
62,Chapter 9. Pluralism: A National Goal?,1987,Blessings of Babel,10.1515/9783110862966.53,https://doi.org/10.1515/9783110862966.53,book-chapter,DE GRUYTER,disappearing goal planning,robotics,1,disappearing goal planning
63,Disappearing Targets? Poverty Areas in Central Cities,1988,Journal of the American Planning Association,10.1080/01944368808976676,https://doi.org/10.1080/01944368808976676,journal-article,Informa UK Limited,disappearing goal planning,robotics,1,disappearing goal planning
64,Goal-oriented planning with clients in Torbridge Social Services Department,1988,Clinical Psychology in Action,10.1016/b978-0-7236-0729-8.50051-7,https://doi.org/10.1016/b978-0-7236-0729-8.50051-7,book-chapter,Elsevier,disappearing goal planning,robotics,1,disappearing goal planning
65,Fuzzy goal programming in multi-criteria decision systems: A case study in agricultural planning,1988,Socio-Economic Planning Sciences,10.1016/0038-0121(88)90021-3,https://doi.org/10.1016/0038-0121(88)90021-3,journal-article,Elsevier BV,disappearing goal planning,robotics,1,disappearing goal planning
66,Three-phase hierarchical allocation of university resources via interactive fuzzy goal programming,1988,Socio-Economic Planning Sciences,10.1016/0038-0121(88)90040-7,https://doi.org/10.1016/0038-0121(88)90040-7,journal-article,Elsevier BV,disappearing goal planning,robotics,1,disappearing goal planning
67,The use of lexicographic goal programming in economic/ecolocical conflict analysis,1988,Socio-Economic Planning Sciences,10.1016/0038-0121(88)90020-1,https://doi.org/10.1016/0038-0121(88)90020-1,journal-article,Elsevier BV,disappearing goal planning,robotics,1,disappearing goal planning
68,Spatio-temporal and perceptual-deictic relations in modern Hebrew,1988,Temporalsemantik,10.1515/9783111357751.52,https://doi.org/10.1515/9783111357751.52,book-chapter,DE GRUYTER,deictic hidden target manipulation,robotics,1,deictic hidden target manipulation
69,Time-domain electromagnetic detection of a hidden target,1988,Geophysics,10.1190/1.1442485,https://doi.org/10.1190/1.1442485,journal-article,Society of Exploration Geophysicists,deictic hidden target manipulation,robotics,1,deictic hidden target manipulation
70,Negotiating Task Decomposition and Allocation Using Partial Global Planning,1989,Distributed Artificial Intelligence,10.1016/b978-1-55860-092-8.50014-9,https://doi.org/10.1016/b978-1-55860-092-8.50014-9,book-chapter,Elsevier,task and motion planning partial observability manipulation,robotics,1,task and motion planning partial observability manipulation
71,Concepts of Manipulation Robot Control,1989,Applied Control of Manipulation Robots,10.1007/978-3-642-83869-9_1,https://doi.org/10.1007/978-3-642-83869-9_1,book-chapter,Springer Berlin Heidelberg,goal occlusion robot manipulation,robotics,1,goal occlusion robot manipulation
72,The Trick of the Disappearing Goal,1989,Journal of the Philosophy of Sport,10.1080/00948705.1989.9714465,https://doi.org/10.1080/00948705.1989.9714465,journal-article,Informa UK Limited,disappearing goal planning,robotics,1,disappearing goal planning
73,Financial planning using goal programming,1989,Long Range Planning,10.1016/0024-6301(89)90175-1,https://doi.org/10.1016/0024-6301(89)90175-1,journal-article,Elsevier BV,disappearing goal planning,robotics,1,disappearing goal planning
74,A KNOWLEDGE-BASED METHOD TO DETERMINE THE ORIENTATION OF THE KEYSURFACE OF AN OBJECT IN ROBOT MANIPULATION,1989,Robot Control 1988 (Syroco '88),10.1016/b978-0-08-035742-3.50061-7,https://doi.org/10.1016/b978-0-08-035742-3.50061-7,book-chapter,Elsevier,object permanence robot manipulation,robotics,1,object permanence robot manipulation
75,DYNAMIC CONTROL OF MULTI-STRUCTURE ROBOT SYSTEMS AT THE MANIPULATION OBJECT LEVEL,1989,Current Advances in Mechanical Design &amp; Production IV,10.1016/b978-0-08-037199-3.50054-3,https://doi.org/10.1016/b978-0-08-037199-3.50054-3,book-chapter,Elsevier,object permanence robot manipulation,robotics,1,object permanence robot manipulation
76,The goal,1990,Long Range Planning,10.1016/0024-6301(90)90238-y,https://doi.org/10.1016/0024-6301(90)90238-y,journal-article,Elsevier BV,disappearing goal planning,robotics,1,disappearing goal planning
77,Consensus planning: Realistic goal or idle dream?,1990,Planning Practice and Research,10.1080/02697459008722782,https://doi.org/10.1080/02697459008722782,journal-article,Informa UK Limited,disappearing goal planning,robotics,1,disappearing goal planning
78,Efficient fingertip force computation for object manipulation using dexterous robot hand,1990,Computers &amp; Electrical Engineering,10.1016/0045-7906(90)90005-z,https://doi.org/10.1016/0045-7906(90)90005-z,journal-article,Elsevier BV,object permanence robot manipulation,robotics,1,object permanence robot manipulation
79,Object impedance control for cooperative manipulation: theory and experimental results,1992,IEEE Transactions on Robotics and Automation,10.1109/70.143355,https://doi.org/10.1109/70.143355,journal-article,Institute of Electrical and Electronics Engineers (IEEE),object permanence robot manipulation,robotics,1,object permanence robot manipulation
80,In Transit-Hidden Directions,1993,In Transit-Hidden Directions,10.5040/9781350901438,https://doi.org/10.5040/9781350901438,other,Bloomsbury Publishing (UK),hidden goals manipulation,robotics,1,hidden goals manipulation
81,The Goal Function in Robot Architecture,1993,Intelligent Behavior in Animals and Robots,10.7551/mitpress/3830.003.0011,https://doi.org/10.7551/mitpress/3830.003.0011,book-chapter,The MIT Press,goal occlusion robot manipulation,robotics,1,goal occlusion robot manipulation
82,Compensation for Object Motion in Remote Manipulation,1993,Journal of Robotics and Mechatronics,10.20965/jrm.1993.p0066,https://doi.org/10.20965/jrm.1993.p0066,journal-article,Fuji Technology Press Ltd.,object permanence robot manipulation,robotics,1,object permanence robot manipulation
83,Deictic suffixes in Manipuri,1993,Linguistics of the Tibeto-Burman Area,10.32655/ltba.16.1.02,https://doi.org/10.32655/ltba.16.1.02,journal-article,John Benjamins Publishing Company,deictic hidden target manipulation,robotics,1,deictic hidden target manipulation
84,Manipulation of lipid metabolism in transgenic plants: biotechnological goals and biochemical realities,1994,Biochemical Society Transactions,10.1042/bst0220926,https://doi.org/10.1042/bst0220926,journal-article,Portland Press Ltd.,hidden goals manipulation,robotics,1,hidden goals manipulation
85,Infinite Horizon Case,1994,Control of Partial Differential Equations,10.1201/9781482277654-82,https://doi.org/10.1201/9781482277654-82,book-chapter,CRC Press,long horizon manipulation partial observability,robotics,1,long horizon manipulation partial observability
86,Dynamic Programming; Finite Horizon Case,1994,Control of Partial Differential Equations,10.1201/9781482277654-81,https://doi.org/10.1201/9781482277654-81,book-chapter,CRC Press,long horizon manipulation partial observability,robotics,1,long horizon manipulation partial observability
87,Observability/Identifiability of Rigid Motion under Perspective Projection,1994,,10.21236/ada464761,https://doi.org/10.21236/ada464761,report,Defense Technical Information Center,task and motion planning partial observability manipulation,robotics,1,task and motion planning partial observability manipulation
88,Optimal manipulation forces distribution for controlling an object motion in a four fingered robot hand (CybHand),1994,International Conference on Control '94,10.1049/cp:19940192,https://doi.org/10.1049/cp:19940192,proceedings-article,IEE,object permanence robot manipulation,robotics,1,object permanence robot manipulation
89,A comparative analysis of partial order planning and task reduction planning,1995,ACM SIGART Bulletin,10.1145/202187.202192,https://doi.org/10.1145/202187.202192,journal-article,Association for Computing Machinery (ACM),task and motion planning partial observability manipulation,robotics,1,task and motion planning partial observability manipulation
90,Planning to Learn,1995,Goal-Driven Learning,10.7551/mitpress/3314.003.0007,https://doi.org/10.7551/mitpress/3314.003.0007,book-chapter,The MIT Press,disappearing goal planning,robotics,1,disappearing goal planning
91,Planning to Perceive,1995,Goal-Driven Learning,10.7551/mitpress/3314.003.0015,https://doi.org/10.7551/mitpress/3314.003.0015,book-chapter,The MIT Press,disappearing goal planning,robotics,1,disappearing goal planning
92,Interpreting Research and the ‘Manipulation School’ of Translation Studies1,1995,Target. International Journal of Translation Studies,10.1075/target.7.1.04sch,https://doi.org/10.1075/target.7.1.04sch,journal-article,John Benjamins Publishing Company,deictic hidden target manipulation,robotics,1,deictic hidden target manipulation
93,"Lefevere, André. 1992. Translation, Rewriting &amp; the Manipulation of Literary Fame.",1995,Target. International Journal of Translation Studies,10.1075/target.7.2.23ami,https://doi.org/10.1075/target.7.2.23ami,journal-article,John Benjamins Publishing Company,deictic hidden target manipulation,robotics,1,deictic hidden target manipulation
94,Target characterization using hidden Markov models and classifiers,1996,AIP Conference Proceedings,10.1063/1.51054,https://doi.org/10.1063/1.51054,proceedings-article,AIP,deictic hidden target manipulation,robotics,1,deictic hidden target manipulation
95,Deictic and anaphoric referencing of tenses,1996,Anaphores temporelles et (in-)cohérence,10.1163/9789004490802_007,https://doi.org/10.1163/9789004490802_007,book-chapter,BRILL,deictic hidden target manipulation,robotics,1,deictic hidden target manipulation
96,Pig alpha1 3galactosyltransferase A major target for genetic manipulation in xenotransplantation,1996,Frontiers in Bioscience,10.2741/a141,https://doi.org/10.2741/a141,journal-article,IMR Press,deictic hidden target manipulation,robotics,1,deictic hidden target manipulation
97,Robot Motion Planning: A Game-Theoretic Foundation,1997,Algorithms for Robotic Motion and Manipulation,10.1201/9781439864524-6,https://doi.org/10.1201/9781439864524-6,book-chapter,A K Peters/CRC Press,task and motion planning partial observability manipulation,robotics,2,goal occlusion robot manipulation; task and motion planning partial observability manipulation
98,Sensor Based Motion Planning: The Hierarchical Generalized Voronoi Graph,1997,Algorithms for Robotic Motion and Manipulation,10.1201/9781439864524-10,https://doi.org/10.1201/9781439864524-10,book-chapter,A K Peters/CRC Press,task and motion planning partial observability manipulation,robotics,1,task and motion planning partial observability manipulation
99,Constrained Motion Planning: Applications in Mobile Robotics and in Maintenance Operations,1997,Algorithms for Robotic Motion and Manipulation,10.1201/9781439864524-7,https://doi.org/10.1201/9781439864524-7,book-chapter,A K Peters/CRC Press,task and motion planning partial observability manipulation,robotics,1,task and motion planning partial observability manipulation
100,Non-Uniform Discretization Approximations for Kinodynamic Motion Planning and its Applications,1997,Algorithms for Robotic Motion and Manipulation,10.1201/9781439864524-13,https://doi.org/10.1201/9781439864524-13,book-chapter,A K Peters/CRC Press,task and motion planning partial observability manipulation,robotics,1,task and motion planning partial observability manipulation
101,Robust Geometric Algorithms for Sensor Planning,1997,Algorithms for Robotic Motion and Manipulation,10.1201/9781439864524-26,https://doi.org/10.1201/9781439864524-26,book-chapter,A K Peters/CRC Press,task and motion planning partial observability manipulation,robotics,1,task and motion planning partial observability manipulation
102,Partial evaluation in aircraft crew planning,1997,Proceedings of the 1997 ACM SIGPLAN symposium on Partial evaluation and semantics-based program manipulation,10.1145/258993.259012,https://doi.org/10.1145/258993.259012,proceedings-article,ACM,task and motion planning partial observability manipulation,robotics,1,task and motion planning partial observability manipulation
103,Const rained Motion Planning: Applications in Mobile Robotics and in Maintenance Operations Nonlinear control system,1997,Algorithms for Robotic Motion and Manipulation,10.1201/9781439864524-8,https://doi.org/10.1201/9781439864524-8,book-chapter,A K Peters/CRC Press,task and motion planning partial observability manipulation,robotics,1,task and motion planning partial observability manipulation
104,On Mo tion Planning of Polyhedra in Contact,1997,Algorithms for Robotic Motion and Manipulation,10.1201/9781439864524-44,https://doi.org/10.1201/9781439864524-44,book-chapter,A K Peters/CRC Press,task and motion planning partial observability manipulation,robotics,1,task and motion planning partial observability manipulation
105,Largest Placem ents and M otion Planning of a Convex Polygon,1997,Algorithms for Robotic Motion and Manipulation,10.1201/9781439864524-17,https://doi.org/10.1201/9781439864524-17,book-chapter,A K Peters/CRC Press,task and motion planning partial observability manipulation,robotics,1,task and motion planning partial observability manipulation
106,Multi -Level Path Planning for Nonholonomic Robots using Semi-Holonomic Subsystems,1997,Algorithms for Robotic Motion and Manipulation,10.1201/9781439864524-12,https://doi.org/10.1201/9781439864524-12,book-chapter,A K Peters/CRC Press,task and motion planning partial observability manipulation,robotics,1,task and motion planning partial observability manipulation
107,Task planning and partial order planning: A domain transformation approach,1997,Lecture Notes in Computer Science,10.1007/3-540-63912-8_75,https://doi.org/10.1007/3-540-63912-8_75,book-chapter,Springer Berlin Heidelberg,task and motion planning partial observability manipulation,robotics,1,task and motion planning partial observability manipulation
108,Integ rating Configuration Space and Sensor Space for Vision-based Robot M otion Planning,1997,Algorithms for Robotic Motion and Manipulation,10.1201/9781439864524-11,https://doi.org/10.1201/9781439864524-11,book-chapter,A K Peters/CRC Press,task and motion planning partial observability manipulation,robotics,1,task and motion planning partial observability manipulation
109,Algorithms for Robot Grasp and Delivery,1997,Algorithms for Robotic Motion and Manipulation,10.1201/9781439864524-41,https://doi.org/10.1201/9781439864524-41,book-chapter,A K Peters/CRC Press,goal occlusion robot manipulation,robotics,1,goal occlusion robot manipulation
110,The disappearing rural-urban boundary: rural socioeconomic transformation in the Shenyang-Dalian region of China,1997,Third World Planning Review,10.3828/twpr.19.3.g38371x1172g0318,https://doi.org/10.3828/twpr.19.3.g38371x1172g0318,journal-article,Liverpool University Press,disappearing goal planning,robotics,1,disappearing goal planning
111,Multiple-Goal Plan Selection,1997,Artificial Intelligence,10.1007/978-3-642-60618-2_9,https://doi.org/10.1007/978-3-642-60618-2_9,book-chapter,Springer Berlin Heidelberg,disappearing goal planning,robotics,1,disappearing goal planning
112,Are Compact Cities a Desirable Planning Goal?,1997,Journal of the American Planning Association,10.1080/01944369708975727,https://doi.org/10.1080/01944369708975727,journal-article,Informa UK Limited,disappearing goal planning,robotics,1,disappearing goal planning
113,Goal-Directed Control Systems,1997,Interleaving Planning and Execution for Autonomous Robots,10.1007/978-1-4615-6317-4_4,https://doi.org/10.1007/978-1-4615-6317-4_4,book-chapter,Springer US,disappearing goal planning,robotics,1,disappearing goal planning
114,Deictic representation,1997,Computation and Human Experience,10.1017/cbo9780511571169.013,https://doi.org/10.1017/cbo9780511571169.013,book-chapter,Cambridge University Press,deictic hidden target manipulation,robotics,1,deictic hidden target manipulation
